CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
312,430,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-02-15,2020-02-19
313,431,1,QuickSend,1,Centro Norte,2,En tránsito,2020-02-15,2020-02-16
314,432,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2020-02-14,2020-02-15
315,435,3,Logística Express,4,Depósito Sur,2,En tránsito,2020-02-14,2020-02-17
316,437,2,Envios Nacionales,1,Centro Norte,3,Entregado,2020-02-15,2020-02-17
317,438,3,QuickSend,2,Hub Logístico,3,Entregado,2020-02-16,2020-02-17
318,439,3,Logística Express,3,Centro Oeste,1,En preparación,2020-02-17,2020-02-19
319,441,4,Logística Express,4,Depósito Sur,2,En tránsito,2020-02-17,2020-02-21
320,442,4,Flash Delivery,2,Hub Logístico,1,En preparación,2020-02-15,2020-02-18
321,443,1,QuickSend,3,Centro Oeste,3,Entregado,2020-02-17,2020-02-20
322,444,2,Logística Express,2,Hub Logístico,2,En tránsito,2020-02-16,2020-02-19
323,445,3,QuickSend,2,Hub Logístico,2,En tránsito,2020-02-16,2020-02-18
324,446,3,Envios Nacionales,4,Depósito Sur,3,Entregado,2020-02-16,2020-02-17
325,448,4,QuickSend,2,Hub Logístico,2,En tránsito,2020-02-17,2020-02-21
326,450,4,Flash Delivery,4,Depósito Sur,3,Entregado,2020-02-16,2020-02-18
327,451,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2020-02-17,2020-02-18
328,453,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2020-02-18,2020-02-21
329,454,4,Logística Express,3,Centro Oeste,3,Entregado,2020-02-17,2020-02-21
330,455,3,Logística Express,4,Depósito Sur,2,En tránsito,2020-02-17,2020-02-19
331,457,4,QuickSend,3,Centro Oeste,3,Entregado,2020-02-17,2020-02-20
332,458,1,Logística Express,2,Hub Logístico,4,Devuelto,2020-02-19,2020-02-22
333,460,3,Envios Nacionales,2,Hub Logístico,1,En preparación,2020-02-19,2020-02-24
334,461,3,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-02-18,2020-02-22
335,462,4,Logística Express,2,Hub Logístico,2,En tránsito,2020-02-19,2020-02-24
336,463,1,QuickSend,4,Depósito Sur,4,Devuelto,2020-02-17,2020-02-21
337,464,3,QuickSend,3,Centro Oeste,1,En preparación,2020-02-19,2020-02-21
338,466,1,QuickSend,4,Depósito Sur,2,En tránsito,2020-02-19,2020-02-24
339,467,2,Logística Express,4,Depósito Sur,3,Entregado,2020-02-18,2020-02-21
340,468,1,QuickSend,3,Centro Oeste,1,En preparación,2020-02-18,2020-02-21
341,469,2,Flash Delivery,1,Centro Norte,2,En tránsito,2020-02-19,2020-02-23
342,472,4,QuickSend,1,Centro Norte,1,En preparación,2020-02-18,2020-02-20
343,475,1,Logística Express,3,Centro Oeste,4,Devuelto,2020-02-20,2020-02-23
344,476,3,QuickSend,3,Centro Oeste,4,Devuelto,2020-02-21,2020-02-24
345,477,4,Flash Delivery,1,Centro Norte,3,Entregado,2020-02-20,2020-02-22
346,479,2,Envios Nacionales,4,Depósito Sur,1,En preparación,2020-02-21,2020-02-26
347,480,2,QuickSend,2,Hub Logístico,1,En preparación,2020-02-21,2020-02-26
348,482,3,QuickSend,3,Centro Oeste,3,Entregado,2020-02-21,2020-02-23
349,483,1,QuickSend,4,Depósito Sur,2,En tránsito,2020-02-21,2020-02-24
350,485,4,Logística Express,4,Depósito Sur,2,En tránsito,2020-02-19,2020-02-23
351,487,2,QuickSend,1,Centro Norte,3,Entregado,2020-02-20,2020-02-24
352,488,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2020-02-21,2020-02-26
353,490,2,Flash Delivery,1,Centro Norte,2,En tránsito,2020-02-22,2020-02-24
354,491,1,Logística Express,1,Centro Norte,3,Entregado,2020-02-20,2020-02-23
355,492,2,Logística Express,4,Depósito Sur,4,Devuelto,2020-02-20,2020-02-21
356,494,1,QuickSend,4,Depósito Sur,2,En tránsito,2020-02-22,2020-02-25
357,498,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2020-02-21,2020-02-25
358,499,1,Logística Express,3,Centro Oeste,2,En tránsito,2020-02-22,2020-02-27
359,500,3,Flash Delivery,2,Hub Logístico,1,En preparación,2020-02-22,2020-02-24
360,502,4,Logística Express,1,Centro Norte,1,En preparación,2020-02-22,2020-02-23
361,504,3,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-02-23,2020-02-25
362,505,2,Logística Express,3,Centro Oeste,1,En preparación,2020-02-23,2020-02-27
363,506,3,QuickSend,4,Depósito Sur,1,En preparación,2020-02-23,2020-02-24
364,507,1,Logística Express,2,Hub Logístico,3,Entregado,2020-02-24,2020-02-28
365,508,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-02-23,2020-02-24
366,510,1,Logística Express,2,Hub Logístico,2,En tránsito,2020-02-24,2020-02-29
367,512,4,Envios Nacionales,4,Depósito Sur,3,Entregado,2020-02-23,2020-02-25
368,513,2,Flash Delivery,2,Hub Logístico,1,En preparación,2020-02-22,2020-02-23
369,514,2,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-02-24,2020-02-27
370,515,2,Envios Nacionales,4,Depósito Sur,1,En preparación,2020-02-23,2020-02-25
371,516,1,Logística Express,3,Centro Oeste,2,En tránsito,2020-02-23,2020-02-28
372,518,2,Flash Delivery,1,Centro Norte,4,Devuelto,2020-02-23,2020-02-28
373,519,1,Logística Express,2,Hub Logístico,1,En preparación,2020-02-24,2020-02-26
374,520,1,QuickSend,4,Depósito Sur,4,Devuelto,2020-02-23,2020-02-25
375,521,3,Logística Express,2,Hub Logístico,1,En preparación,2020-02-23,2020-02-24
376,522,1,Flash Delivery,3,Centro Oeste,1,En preparación,2020-02-23,2020-02-24
377,523,1,Logística Express,3,Centro Oeste,3,Entregado,2020-02-25,2020-03-01
378,524,2,Logística Express,2,Hub Logístico,4,Devuelto,2020-02-23,2020-02-28
379,525,3,QuickSend,3,Centro Oeste,2,En tránsito,2020-02-25,2020-02-26
380,526,1,QuickSend,2,Hub Logístico,4,Devuelto,2020-02-26,2020-03-02
381,528,1,Logística Express,1,Centro Norte,2,En tránsito,2020-02-26,2020-02-29
382,529,4,QuickSend,3,Centro Oeste,3,Entregado,2020-02-24,2020-02-28
383,530,3,QuickSend,2,Hub Logístico,4,Devuelto,2020-02-26,2020-02-29
384,531,3,Logística Express,2,Hub Logístico,2,En tránsito,2020-02-24,2020-02-29
385,532,1,QuickSend,3,Centro Oeste,1,En preparación,2020-02-24,2020-02-28
386,534,4,Flash Delivery,1,Centro Norte,1,En preparación,2020-02-25,2020-02-29
387,535,2,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-02-26,2020-02-28
388,536,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2020-02-25,2020-03-01
389,537,4,Logística Express,4,Depósito Sur,4,Devuelto,2020-02-25,2020-02-26
390,538,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2020-02-27,2020-03-02
391,542,4,Envios Nacionales,2,Hub Logístico,3,Entregado,2020-02-27,2020-03-02
392,543,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2020-02-27,2020-02-29
393,545,1,QuickSend,4,Depósito Sur,4,Devuelto,2020-02-25,2020-02-29
394,547,3,Logística Express,4,Depósito Sur,3,Entregado,2020-02-26,2020-03-01
395,549,4,Logística Express,2,Hub Logístico,3,Entregado,2020-02-25,2020-02-26
396,550,2,QuickSend,2,Hub Logístico,4,Devuelto,2020-02-26,2020-02-29
397,551,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2020-02-27,2020-02-28
398,552,4,QuickSend,3,Centro Oeste,2,En tránsito,2020-02-28,2020-03-04
399,554,4,Logística Express,1,Centro Norte,1,En preparación,2020-02-27,2020-03-01
400,556,2,QuickSend,1,Centro Norte,2,En tránsito,2020-02-28,2020-03-02
401,557,2,Flash Delivery,2,Hub Logístico,4,Devuelto,2020-02-28,2020-03-03
402,558,1,Logística Express,2,Hub Logístico,1,En preparación,2020-02-27,2020-03-03
403,560,4,Flash Delivery,2,Hub Logístico,3,Entregado,2020-02-29,2020-03-05
404,562,1,Logística Express,3,Centro Oeste,3,Entregado,2020-02-27,2020-03-01
405,563,2,QuickSend,3,Centro Oeste,3,Entregado,2020-02-29,2020-03-02
406,564,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-02-28,2020-03-03
407,566,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2020-03-01,2020-03-03
408,567,4,QuickSend,1,Centro Norte,2,En tránsito,2020-03-01,2020-03-02
409,568,4,Logística Express,1,Centro Norte,4,Devuelto,2020-03-01,2020-03-06
410,569,4,Flash Delivery,3,Centro Oeste,3,Entregado,2020-02-29,2020-03-03
411,571,1,QuickSend,3,Centro Oeste,2,En tránsito,2020-02-29,2020-03-04
412,573,4,Logística Express,3,Centro Oeste,4,Devuelto,2020-03-02,2020-03-03
413,577,4,Flash Delivery,4,Depósito Sur,2,En tránsito,2020-03-02,2020-03-03
414,579,2,Flash Delivery,3,Centro Oeste,1,En preparación,2020-03-02,2020-03-05
415,580,2,QuickSend,3,Centro Oeste,3,Entregado,2020-02-29,2020-03-01
416,581,3,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-03-02,2020-03-05
417,582,4,QuickSend,1,Centro Norte,2,En tránsito,2020-03-02,2020-03-04
418,583,2,QuickSend,1,Centro Norte,1,En preparación,2020-03-02,2020-03-07
419,585,4,Flash Delivery,1,Centro Norte,2,En tránsito,2020-02-29,2020-03-03
420,586,2,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-02-29,2020-03-03
421,589,1,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-03-03,2020-03-07
422,591,4,QuickSend,3,Centro Oeste,2,En tránsito,2020-03-01,2020-03-03
423,592,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2020-03-02,2020-03-04
424,593,3,QuickSend,2,Hub Logístico,4,Devuelto,2020-03-03,2020-03-07
425,594,2,Logística Express,4,Depósito Sur,3,Entregado,2020-03-02,2020-03-05
426,596,3,Envios Nacionales,1,Centro Norte,1,En preparación,2020-03-04,2020-03-05
427,599,2,QuickSend,2,Hub Logístico,4,Devuelto,2020-03-02,2020-03-04
428,600,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2020-03-04,2020-03-08
429,601,2,Flash Delivery,4,Depósito Sur,3,Entregado,2020-03-04,2020-03-08
430,602,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2020-03-02,2020-03-04
431,604,1,QuickSend,1,Centro Norte,4,Devuelto,2020-03-03,2020-03-04
432,605,2,Logística Express,4,Depósito Sur,3,Entregado,2020-03-02,2020-03-07
433,608,1,QuickSend,2,Hub Logístico,3,Entregado,2020-03-03,2020-03-07
434,610,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2020-03-05,2020-03-10
435,612,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-03-04,2020-03-06
436,613,2,Flash Delivery,1,Centro Norte,2,En tránsito,2020-03-05,2020-03-08
437,616,3,QuickSend,1,Centro Norte,3,Entregado,2020-03-04,2020-03-07
438,617,1,Flash Delivery,1,Centro Norte,2,En tránsito,2020-03-05,2020-03-09
439,618,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-03-05,2020-03-09
440,621,2,Flash Delivery,2,Hub Logístico,1,En preparación,2020-03-04,2020-03-05
441,622,2,QuickSend,4,Depósito Sur,3,Entregado,2020-03-04,2020-03-06
442,624,1,QuickSend,2,Hub Logístico,2,En tránsito,2020-03-06,2020-03-07
443,626,2,QuickSend,2,Hub Logístico,4,Devuelto,2020-03-06,2020-03-09
444,627,2,Envios Nacionales,4,Depósito Sur,3,Entregado,2020-03-05,2020-03-08
445,629,2,Logística Express,3,Centro Oeste,1,En preparación,2020-03-05,2020-03-06
446,632,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2020-03-04,2020-03-07
447,634,1,QuickSend,1,Centro Norte,1,En preparación,2020-03-07,2020-03-12
448,635,2,QuickSend,3,Centro Oeste,2,En tránsito,2020-03-05,2020-03-10
449,636,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2020-03-05,2020-03-10
450,637,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2020-03-07,2020-03-08
451,638,2,Logística Express,4,Depósito Sur,1,En preparación,2020-03-07,2020-03-09
452,639,4,Logística Express,4,Depósito Sur,3,Entregado,2020-03-05,2020-03-09
453,643,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2020-03-06,2020-03-11
454,644,2,QuickSend,2,Hub Logístico,2,En tránsito,2020-03-08,2020-03-12
455,645,2,QuickSend,4,Depósito Sur,1,En preparación,2020-03-08,2020-03-10
456,647,4,Flash Delivery,3,Centro Oeste,4,Devuelto,2020-03-08,2020-03-10
457,648,4,Flash Delivery,2,Hub Logístico,1,En preparación,2020-03-08,2020-03-13
458,649,2,QuickSend,4,Depósito Sur,3,Entregado,2020-03-07,2020-03-11
459,650,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2020-03-07,2020-03-11
460,651,2,Flash Delivery,4,Depósito Sur,3,Entregado,2020-03-08,2020-03-11
461,654,4,Logística Express,2,Hub Logístico,4,Devuelto,2020-03-07,2020-03-10
462,655,4,Logística Express,4,Depósito Sur,4,Devuelto,2020-03-08,2020-03-10
463,656,4,Logística Express,3,Centro Oeste,3,Entregado,2020-03-08,2020-03-10
464,657,3,QuickSend,4,Depósito Sur,4,Devuelto,2020-03-08,2020-03-09
465,658,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2020-03-09,2020-03-10
466,661,1,Flash Delivery,4,Depósito Sur,2,En tránsito,2020-03-09,2020-03-12
467,663,3,Flash Delivery,1,Centro Norte,3,Entregado,2020-03-08,2020-03-09
468,664,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-03-10,2020-03-14
469,665,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-03-09,2020-03-14
470,666,4,Logística Express,3,Centro Oeste,2,En tránsito,2020-03-08,2020-03-11
471,667,1,QuickSend,4,Depósito Sur,3,Entregado,2020-03-10,2020-03-12
472,668,4,Logística Express,2,Hub Logístico,1,En preparación,2020-03-10,2020-03-15
473,669,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2020-03-10,2020-03-12
474,670,2,Logística Express,4,Depósito Sur,2,En tránsito,2020-03-10,2020-03-12
475,671,3,Envios Nacionales,1,Centro Norte,1,En preparación,2020-03-11,2020-03-12
476,672,4,Logística Express,2,Hub Logístico,4,Devuelto,2020-03-09,2020-03-14
477,673,4,Logística Express,1,Centro Norte,3,Entregado,2020-03-10,2020-03-11
478,674,4,QuickSend,3,Centro Oeste,3,Entregado,2020-03-09,2020-03-11
479,675,4,Flash Delivery,2,Hub Logístico,4,Devuelto,2020-03-10,2020-03-12
480,676,1,Envios Nacionales,1,Centro Norte,3,Entregado,2020-03-11,2020-03-16
481,677,1,QuickSend,2,Hub Logístico,3,Entregado,2020-03-09,2020-03-14
482,678,2,QuickSend,4,Depósito Sur,1,En preparación,2020-03-11,2020-03-12
483,679,3,Flash Delivery,2,Hub Logístico,3,Entregado,2020-03-10,2020-03-14
484,680,4,Flash Delivery,2,Hub Logístico,2,En tránsito,2020-03-10,2020-03-11
485,681,3,QuickSend,1,Centro Norte,1,En preparación,2020-03-12,2020-03-13
486,684,4,QuickSend,1,Centro Norte,1,En preparación,2020-03-10,2020-03-14
487,686,3,Logística Express,1,Centro Norte,2,En tránsito,2020-03-12,2020-03-16
488,687,4,Envios Nacionales,4,Depósito Sur,2,En tránsito,2020-03-10,2020-03-13
489,688,2,Logística Express,2,Hub Logístico,4,Devuelto,2020-03-10,2020-03-11
490,689,2,Logística Express,4,Depósito Sur,4,Devuelto,2020-03-10,2020-03-14
491,690,4,Logística Express,3,Centro Oeste,1,En preparación,2020-03-12,2020-03-13
492,691,4,Logística Express,1,Centro Norte,1,En preparación,2020-03-12,2020-03-13
493,693,1,QuickSend,1,Centro Norte,4,Devuelto,2020-03-11,2020-03-14
494,694,1,Flash Delivery,1,Centro Norte,1,En preparación,2020-03-13,2020-03-15
495,696,4,QuickSend,3,Centro Oeste,1,En preparación,2020-03-12,2020-03-16
496,697,4,QuickSend,3,Centro Oeste,2,En tránsito,2020-03-12,2020-03-14
497,698,4,Flash Delivery,4,Depósito Sur,4,Devuelto,2020-03-13,2020-03-16
498,701,2,Logística Express,1,Centro Norte,3,Entregado,2020-03-12,2020-03-17
499,702,3,QuickSend,3,Centro Oeste,4,Devuelto,2020-03-13,2020-03-18
500,704,2,Logística Express,4,Depósito Sur,1,En preparación,2020-03-13,2020-03-18
501,705,4,QuickSend,4,Depósito Sur,4,Devuelto,2020-03-14,2020-03-18
502,706,4,Flash Delivery,2,Hub Logístico,3,Entregado,2020-03-13,2020-03-15
503,707,3,Logística Express,4,Depósito Sur,3,Entregado,2020-03-13,2020-03-15
504,709,1,Flash Delivery,2,Hub Logístico,3,Entregado,2020-03-14,2020-03-15
505,711,4,QuickSend,2,Hub Logístico,2,En tránsito,2020-03-12,2020-03-13
506,712,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2020-03-14,2020-03-19
507,713,2,QuickSend,4,Depósito Sur,1,En preparación,2020-03-13,2020-03-16
508,714,2,Flash Delivery,4,Depósito Sur,3,Entregado,2020-03-14,2020-03-18
509,716,3,Flash Delivery,1,Centro Norte,1,En preparación,2020-03-15,2020-03-17
510,717,3,Logística Express,3,Centro Oeste,4,Devuelto,2020-03-15,2020-03-19
511,718,2,QuickSend,4,Depósito Sur,1,En preparación,2020-03-13,2020-03-14
512,720,4,QuickSend,2,Hub Logístico,4,Devuelto,2020-03-13,2020-03-14
513,721,2,Flash Delivery,2,Hub Logístico,1,En preparación,2020-03-14,2020-03-19
514,723,2,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-03-15,2020-03-18
515,724,3,Envios Nacionales,3,Centro Oeste,4,Devuelto,2020-03-15,2020-03-19
516,725,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2020-03-15,2020-03-17
517,727,4,Logística Express,3,Centro Oeste,2,En tránsito,2020-03-14,2020-03-17
518,730,2,QuickSend,1,Centro Norte,3,Entregado,2020-03-14,2020-03-15
519,731,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2020-03-16,2020-03-17
520,732,2,Envios Nacionales,4,Depósito Sur,2,En tránsito,2020-03-16,2020-03-20
521,733,4,Envios Nacionales,2,Hub Logístico,1,En preparación,2020-03-15,2020-03-17
522,734,4,QuickSend,1,Centro Norte,3,Entregado,2020-03-17,2020-03-18
523,736,4,Flash Delivery,2,Hub Logístico,4,Devuelto,2020-03-16,2020-03-18
524,739,3,QuickSend,4,Depósito Sur,1,En preparación,2020-03-17,2020-03-20
525,740,2,QuickSend,3,Centro Oeste,1,En preparación,2020-03-17,2020-03-22
526,742,4,Flash Delivery,3,Centro Oeste,1,En preparación,2020-03-15,2020-03-20
527,743,1,QuickSend,2,Hub Logístico,2,En tránsito,2020-03-16,2020-03-21
528,744,3,Logística Express,3,Centro Oeste,4,Devuelto,2020-03-15,2020-03-20
529,745,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2020-03-15,2020-03-20
530,746,2,Flash Delivery,1,Centro Norte,1,En preparación,2020-03-15,2020-03-19
531,748,2,Envios Nacionales,1,Centro Norte,3,Entregado,2020-03-18,2020-03-23
532,751,3,Flash Delivery,4,Depósito Sur,4,Devuelto,2020-03-16,2020-03-19
533,752,3,Envios Nacionales,4,Depósito Sur,4,Devuelto,2020-03-18,2020-03-19
534,753,2,Envios Nacionales,4,Depósito Sur,2,En tránsito,2020-03-17,2020-03-22
535,754,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2020-03-17,2020-03-20
536,755,2,Envios Nacionales,2,Hub Logístico,4,Devuelto,2020-03-16,2020-03-19
537,756,4,Flash Delivery,3,Centro Oeste,1,En preparación,2020-03-16,2020-03-21
538,757,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2020-03-17,2020-03-21
539,758,1,Logística Express,2,Hub Logístico,1,En preparación,2020-03-18,2020-03-23
540,759,1,QuickSend,1,Centro Norte,4,Devuelto,2020-03-18,2020-03-20
541,760,3,QuickSend,1,Centro Norte,1,En preparación,2020-03-17,2020-03-20
542,762,1,Logística Express,1,Centro Norte,2,En tránsito,2020-03-19,2020-03-21
543,764,4,QuickSend,1,Centro Norte,4,Devuelto,2020-03-17,2020-03-18
544,765,3,Logística Express,1,Centro Norte,3,Entregado,2020-03-18,2020-03-22
545,766,4,Logística Express,1,Centro Norte,4,Devuelto,2020-03-18,2020-03-21
546,767,2,Logística Express,4,Depósito Sur,4,Devuelto,2020-03-19,2020-03-23
547,768,2,Flash Delivery,4,Depósito Sur,1,En preparación,2020-03-19,2020-03-20
548,769,4,Logística Express,2,Hub Logístico,1,En preparación,2020-03-20,2020-03-21
549,771,3,Flash Delivery,1,Centro Norte,3,Entregado,2020-03-20,2020-03-24
550,773,4,Logística Express,4,Depósito Sur,4,Devuelto,2020-03-19,2020-03-23
551,774,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-03-20,2020-03-22
552,775,2,QuickSend,3,Centro Oeste,2,En tránsito,2020-03-19,2020-03-21
553,776,2,Logística Express,2,Hub Logístico,4,Devuelto,2020-03-19,2020-03-20
554,777,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2020-03-19,2020-03-23
555,779,2,Flash Delivery,1,Centro Norte,3,Entregado,2020-03-18,2020-03-20
556,781,2,Flash Delivery,1,Centro Norte,2,En tránsito,2020-03-19,2020-03-23
557,783,3,QuickSend,4,Depósito Sur,1,En preparación,2020-03-20,2020-03-22
558,784,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2020-03-20,2020-03-21
559,786,2,Logística Express,3,Centro Oeste,3,Entregado,2020-03-22,2020-03-25
560,788,1,Flash Delivery,1,Centro Norte,1,En preparación,2020-03-20,2020-03-21
561,789,4,Logística Express,2,Hub Logístico,1,En preparación,2020-03-21,2020-03-22
562,790,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-03-22,2020-03-23
563,792,2,Flash Delivery,1,Centro Norte,3,Entregado,2020-03-20,2020-03-24
564,793,3,Envios Nacionales,4,Depósito Sur,4,Devuelto,2020-03-21,2020-03-25
565,795,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2020-03-22,2020-03-24
566,797,1,Logística Express,3,Centro Oeste,4,Devuelto,2020-03-22,2020-03-27
567,798,4,Logística Express,3,Centro Oeste,2,En tránsito,2020-03-21,2020-03-23
568,799,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2020-03-22,2020-03-27
569,800,1,Logística Express,4,Depósito Sur,4,Devuelto,2020-03-22,2020-03-27
570,801,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2020-03-22,2020-03-23
571,802,1,Envios Nacionales,1,Centro Norte,4,Devuelto,2020-03-23,2020-03-25
572,803,3,Flash Delivery,3,Centro Oeste,1,En preparación,2020-03-22,2020-03-23
573,804,4,QuickSend,3,Centro Oeste,4,Devuelto,2020-03-21,2020-03-24
574,805,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2020-03-23,2020-03-25
575,806,2,Logística Express,3,Centro Oeste,1,En preparación,2020-03-22,2020-03-24
576,807,4,Logística Express,4,Depósito Sur,1,En preparación,2020-03-21,2020-03-26
577,809,2,Envios Nacionales,4,Depósito Sur,2,En tránsito,2020-03-23,2020-03-25
